,name,group,link,country,party,status,id
784,João PIMENTA LOPES  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-joao-pimenta-lopes.html,Portugal,Partido Comunista Português,Active,785
785,Carolina PUNSET  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-carolina-punset.html,Spain,Independiente,Active,786
786,Jaromír KOHLÍČEK  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-jaromir-kohlicek.html,Czech Republic,Komunistická strana Čech a Moravy,Active,787
787,Morten LØKKEGAARD  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-morten-l-kkegaard.html,Denmark,"Venstre, Danmarks Liberale Parti",Active,788
788,Lieve WIERINCK  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-lieve-wierinck.html,Belgium,Open Vlaamse Liberalen en Democraten,Active,789
789,Laima Liucija ANDRIKIENĖ  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-laima-liucija-andrikiene.html,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,Active,790
790,Jakop DALUNDE  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-jakop-dalunde.html,Sweden,Miljöpartiet de gröna,Active,791
791,Angelo CIOCCA  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-angelo-ciocca.html,Italy,Lega Nord,Active,792
792,Urszula KRUPA  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-urszula-krupa.html,Poland,Independent,Active,793
793,Manuel dos SANTOS  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-manuel-dos-santos.html,Portugal,Partido Socialista,Active,794
794,Florent MARCELLESI  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-florent-marcellesi.html,Spain,EQUO,Active,795
795,Ivica TOLIĆ  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-ivica-tolic.html,Croatia,Hrvatska demokratska zajednica,Active,796
796,Željana ZOVKO  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-zeljana-zovko.html,Croatia,Hrvatska demokratska zajednica,Active,797
797,Alex MAYER  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-alex-mayer.html,United Kingdom,Labour Party,Active,798
798,John PROCTER  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-john-procter.html,United Kingdom,Conservative Party,Active,799
799,Tiemo WÖLKEN  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-tiemo-wolken.html,Germany,Sozialdemokratische Partei Deutschlands,Active,800
800,José Ignacio SALAFRANCA SÁNCHEZ-NEYRA  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-jose-ignacio-salafranca-sanchez-neyra.html,Spain,Partido Popular,Active,801
801,Jordi SOLÉ  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-jordi-sole.html,Spain,Esquerra Republicana de Catalunya,Active,802
802,Peter KOUROUMBASHEV  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-peter-kouroumbashev.html,Bulgaria,-,Active,803
803,Arndt KOHN  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-arndt-kohn.html,Germany,Sozialdemokratische Partei Deutschlands,Active,804
804,Thierry CORNILLET  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-thierry-cornillet.html,France,Mouvement Radical,Active,805
805,André ELISSEN  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-andre-elissen.html,Netherlands,Partij voor de Vrijheid,Active,806
806,Patricia LALONDE  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-patricia-lalonde.html,France,Union des Démocrates et Indépendants,Active,807
807,John FLACK  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-john-flack.html,United Kingdom,Conservative Party,Active,808
808,John HOWARTH  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-john-howarth.html,United Kingdom,Labour Party,Active,809
809,Wajid KHAN  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-wajid-khan.html,United Kingdom,Labour Party,Active,810
810,Christelle LECHEVALIER  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-christelle-lechevalier.html,France,Rassemblement national,Active,811
811,Rupert MATTHEWS  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-rupert-matthews.html,United Kingdom,Conservative Party,Active,812
812,Marie-Pierre VIEU  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-marie-pierre-vieu.html,France,Front de Gauche,Active,813
813,Jonathan BULLOCK  This person became MEP later than the general start of the term.,EFDD,https://www.votewatch.eu/en/term8-jonathan-bullock.html,United Kingdom,The Brexit Party,Active,814
814,France JAMET  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-france-jamet.html,France,Rassemblement national,Active,815
815,Baroness Nosheena MOBARIK  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-baroness-nosheena-mobarik.html,United Kingdom,Conservative Party,Active,816
816,Dennis RADTKE  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-dennis-radtke.html,Germany,Christlich Demokratische Union Deutschlands,Active,817
817,Francis ZAMMIT DIMECH  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-francis-zammit-dimech.html,Malta,Partit Nazzjonalista,Active,818
818,Asim ADEMOV  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-asim-ademov.html,Bulgaria,Citizens for European Development of Bulgaria,Active,819
819,Lívia JÁRÓKA  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-livia-jaroka.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,820
820,Jiří PAYNE  This person became MEP later than the general start of the term.,EFDD,https://www.votewatch.eu/en/term8-jiri-payne.html,Czech Republic,Strana svobodných občanů,Active,821
821,Răzvan POPA  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-razvan-popa.html,Romania,Partidul Social Democrat,Active,822
822,Rory PALMER  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-rory-palmer.html,United Kingdom,Labour Party,Active,823
823,Nadja HIRSCH  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-nadja-hirsch.html,Germany,Freie Demokratische Partei,Active,824
824,Wolf KLINZ  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-wolf-klinz.html,Germany,Freie Demokratische Partei,Active,825
825,Jörg MEUTHEN  This person became MEP later than the general start of the term.,EFDD,https://www.votewatch.eu/en/term8-jorg-meuthen.html,Germany,Alternative für Deutschland,Active,826
826,Caroline NAGTEGAAL  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-caroline-nagtegaal.html,Netherlands,Volkspartij voor Vrijheid en Democratie,Active,827
827,Ivari PADAR  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-ivari-padar.html,Estonia,Sotsiaaldemokraatlik Erakond,Active,828
828,Martin SCHIRDEWAN  This person became MEP later than the general start of the term.,GUE-NGL,https://www.votewatch.eu/en/term8-martin-schirdewan.html,Germany,DIE LINKE.,Active,829
829,Thomas WAITZ  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-thomas-waitz.html,Austria,Die Grünen - Die Grüne Alternative,Active,830
830,Geoffroy DIDIER  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-geoffroy-didier.html,France,Les Républicains,Active,831
831,Lukas MANDL  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-lukas-mandl.html,Austria,Österreichische Volkspartei,Active,832
832,Michael DETJEN  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-michael-detjen.html,Germany,Sozialdemokratische Partei Deutschlands,Active,833
833,Maria Gabriela ZOANĂ  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-maria-gabriela-zoana.html,Romania,Partidul Social Democrat,Active,834
834,Jacques COLOMBIER  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-jacques-colombier.html,France,Rassemblement national,Active,835
835,Elsi KATAINEN  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-elsi-katainen.html,Finland,Suomen Keskusta,Active,836
836,Ana MIRANDA  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-ana-miranda.html,Spain,Bloque Nacionalista Galego,Active,837
837,Miroslavs MITROFANOVS  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-miroslavs-mitrofanovs.html,Latvia,Latvijas Krievu savienība,Active,838
838,Giuseppe FERRANDINO  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-giuseppe-ferrandino.html,Italy,Partito Democratico,Active,839
839,Aleksander GABELIC  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-aleksander-gabelic.html,Sweden,Arbetarepartiet- Socialdemokraterna,Active,840
840,Danilo Oscar LANCINI  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-danilo-oscar-lancini.html,Italy,Lega Nord,Active,841
841,Giancarlo SCOTTÀ  This person became MEP later than the general start of the term.,ENF,https://www.votewatch.eu/en/term8-giancarlo-scotta.html,Italy,Lega Nord,Active,842
842,Dobromir SOŚNIERZ  This person became MEP later than the general start of the term.,NI,https://www.votewatch.eu/en/term8-dobromir-sosnierz.html,Poland,Wolność,Active,843
843,Karine GLOANEC MAURIN  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-karine-gloanec-maurin.html,France,Parti Socialiste,Active,844
844,Mirja VEHKAPERÄ  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-mirja-vehkapera.html,Finland,Suomen Keskusta,Active,845
845,Romeo FRANZ  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-romeo-franz.html,Germany,Bündnis 90/Die Grünen,Active,846
846,Tilly METZ  This person became MEP later than the general start of the term.,Greens/EFA,https://www.votewatch.eu/en/term8-tilly-metz.html,Luxembourg,Déi Gréng - Les Verts,Active,847
847,Christophe HANSEN  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-christophe-hansen.html,Luxembourg,Parti chrétien social luxembourgeois,Active,848
848,Giovanni MICCICHÈ  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-giovanni-micciche.html,Italy,Forza Italia,Inactive,849
849,Igor GRÄZIN  This person became MEP later than the general start of the term.,ALDE/ADLE,https://www.votewatch.eu/en/term8-igor-grazin.html,Estonia,Eesti Reformierakond,Active,850
850,Innocenzo LEONTINI  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-innocenzo-leontini.html,Italy,FRATELLI D' ITALIA,Active,851
851,Stefan GEHROLD  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-stefan-gehrold.html,Germany,Christlich Demokratische Union Deutschlands,Active,852
852,Anders SELLSTRÖM  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-anders-sellstrom.html,Sweden,Kristdemokraterna,Active,853
853,Aleksejs LOSKUTOVS  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-aleksejs-loskutovs.html,Latvia,"Partija ""VIENOTĪBA""",Active,854
854,Ralph PACKET  This person became MEP later than the general start of the term.,ECR,https://www.votewatch.eu/en/term8-ralph-packet.html,Belgium,Nieuw-Vlaamse Alliantie,Active,855
855,Kārlis ŠADURSKIS  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-karlis-sadurskis.html,Latvia,"Partija ""VIENOTĪBA""",Active,856
856,Bogusław SONIK  This person became MEP later than the general start of the term.,EPP,https://www.votewatch.eu/en/term8-boguslaw-sonik.html,Poland,Platforma Obywatelska,Active,857
857,Babette WINTER  This person became MEP later than the general start of the term.,S&D,https://www.votewatch.eu/en/term8-babette-winter.html,Germany,Sozialdemokratische Partei Deutschlands,Active,858
